root_cause_cluster_id,repo_name,pr_number,cluster_key_within_pr,alert_n,rule_n,rules_json,files_json,root_cause_category,mechanism_subcategory,disposition,change_operation,violated_relation,cause_statement,evidence_summary,confidence
rccluster-d062be8839c01c094eef,nrwl/nx,31621,blog-cover-unused-path-helpers,1,1,"[""js/unused-local-variable""]","[""tools/workspace-plugin/src/conformance-rules/blog-cover-image/index.ts""]",incomplete_change_coordination,unintegrated_element_in_new_code,,modification_or_replacement,definition_use,The blog-cover rule imported basename and dirname while its implemented path processing consumed only join and extname.,blog-cover-image/index.ts:2 and the head rule implementation.,high
rccluster-40f5e92c8914809588c9,nrwl/nx,31621,blog-description-unused-exists-check,1,1,"[""js/unused-local-variable""]","[""tools/workspace-plugin/src/conformance-rules/blog-description/index.ts""]",incomplete_change_coordination,unintegrated_element_in_new_code,,modification_or_replacement,definition_use,The conformance rule added existsSync but continued to read files directly without an existence check.,blog-description/index.ts:1 and the head rule implementation.,high
rccluster-5c4189cc1e8afdf3182f,nrwl/nx,31621,dead-is-object-literal-update,1,1,"[""js/useless-assignment-to-local""]","[""packages/cypress/src/migrations/update-20-8-0/set-inject-document-domain.ts""]",control_state_or_dataflow_miscomposition,state_initialization_or_liveness_gap,,modification_or_replacement,state_initialization_or_liveness,The added component-migration branch assigned true to isObjectLiteral after the last point at which that local influenced behavior.,set-inject-document-domain.ts:129 and all subsequent uses of isObjectLiteral.,high
rccluster-5d8562fe72743c82de0f,nrwl/nx,31621,enhanced-security-unused-icon-set,1,1,"[""js/unused-local-variable""]","[""nx-dev/ui-cloud/src/lib/enhanced-security.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new EnhancedSecurity component imported four Heroicons that were not connected to its feature data or JSX.,enhanced-security.tsx:1 and the complete new component.,high
rccluster-e28faf82ca011d69a5b7,nrwl/nx,31621,enterprise-page-unused-layout-imports,1,1,"[""js/unused-local-variable""]","[""nx-dev/nx-dev/pages/enterprise/security.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,modification_or_replacement,definition_use,The enterprise security page imported Footer and Header without adding either layout component to the rendered page.,security.tsx:3 and the page's returned JSX.,high
rccluster-624e22f2eadb1fb6897a,nrwl/nx,31621,failing-compliance-link-residue,1,1,"[""js/unused-local-variable""]","[""nx-dev/ui-enterprise/src/lib/security/failing-compliance.tsx""]",incomplete_change_coordination,incomplete_cleanup_after_modification,,modification_or_replacement,definition_use,The FailingCompliance rewrite removed the linked JSX but retained the next/link import used by the deleted markup.,failing-compliance.tsx:18 and the deleted Link-rendering region.,high
rccluster-486e9855ad6d6c43af3a,nrwl/nx,31621,failing-compliance-unused-new-icons,1,1,"[""js/unused-local-variable""]","[""nx-dev/ui-enterprise/src/lib/security/failing-compliance.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,modification_or_replacement,definition_use,The shortened FailingCompliance component added six replacement icons but did not place them in its remaining data or JSX.,failing-compliance.tsx:2 and the shortened head component.,high
rccluster-00d6228c9571aeecfd48,nrwl/nx,31621,stories-unused-version-import,1,1,"[""js/unused-local-variable""]","[""packages/react/src/generators/stories/stories.ts""]",incomplete_change_coordination,unintegrated_element_in_new_code,,modification_or_replacement,definition_use,The stories generator added nxVersion without adding it to generated dependencies or any other consumer.,packages/react/src/generators/stories/stories.ts:21 and the head generator body.,high
rccluster-10f751f4b3b869670ecc,nrwl/nx,31621,unused-module-federation-build-options,4,1,"[""js/unused-local-variable""]","[""packages/react/src/executors/module-federation-dev-server/module-federation-dev-server.impl.ts"", ""packages/react/src/executors/module-federation-ssr-dev-server/module-federation-ssr-dev-server.impl.ts"", ""packages/rspack/src/executors/module-federation-dev-server/module-federation-dev-server.impl.ts"", ""packages/rspack/src/executors/module-federation-ssr-dev-server/module-federation-ssr-dev-server.impl.ts""]",incomplete_change_coordination,inconsistent_propagation_across_dependent_sites,,cross_file_propagation,definition_use,The module-federation dev-server refactor propagated getBuildOptions computations across four executor variants without connecting any returned buildOptions value to subsequent configuration.,The four React/Rspack module-federation executor files at lines 22-35; each newly computed binding has no consumer.,high
rccluster-88a5308b0e4293a04143,nrwl/nx,31621,webpack-composition-imports-unintegrated,3,1,"[""js/unused-local-variable""]","[""packages/webpack/src/executors/webpack/webpack.impl.ts""]",incomplete_change_coordination,unintegrated_element_in_new_code,,modification_or_replacement,definition_use,"The webpack executor refactor imported composePluginsSync, withWeb, and withNx but did not switch the executor body to the imported composition path.","webpack.impl.ts:26,30,32 and the head executor implementation.",high
rccluster-b6f35ec20a4cbd4af3db,onetimesecret/onetimesecret,1538,base-json-unused-plan-double,1,1,"[""rb/useless-assignment-to-local""]","[""spec/unit/apps/web/frontend/views/base_json_spec.rb""]",control_state_or_dataflow_miscomposition,state_initialization_or_liveness_gap,,modification_or_replacement,state_initialization_or_liveness,"The base-JSON test assigns a newly created Plan double to plan_mock after populating mocked_plans, but no later statement reads that assignment.",spec/unit/apps/web/frontend/views/base_json_spec.rb:118 and the remainder of the test.,high
rccluster-52417a63132a640fafd4,onetimesecret/onetimesecret,1538,obscure-email-unused-split,1,1,"[""rb/useless-assignment-to-local""]","[""apps/api/v1/utils.rb""]",redundant_or_locally_inconsistent_construction,duplicate_or_redundant_operation,,new_code_addition,definition_use,The new obscure_email helper splits the address into el but performs the transformation directly with gsub capture groups and never reads the split result.,apps/api/v1/utils.rb:73 and the following gsub expression.,high
rccluster-e44bfdf45468060bba8c,onetimesecret/onetimesecret,1538,unused-nested-object-identity-snapshot,1,1,"[""rb/useless-assignment-to-local""]","[""spec/unit/onetime/refinements/then_with_diff_spec.rb""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new nested-object test records original_nested_object_id but implements its identity assertion only for the top-level object.,spec/unit/onetime/refinements/then_with_diff_spec.rb:122 and the surrounding assertions.,high
rccluster-52399660dcfbb959490a,onetimesecret/onetimesecret,1538,unused-rescue-exception-binding,1,1,"[""rb/useless-assignment-to-local""]","[""spec/unit/onetime/refinements/then_with_diff_spec.rb""]",redundant_or_locally_inconsistent_construction,duplicate_or_redundant_operation,,new_code_addition,definition_use,The new test helper binds a rescued exception to e but its rescue behavior does not inspect the exception object.,spec/unit/onetime/refinements/then_with_diff_spec.rb:14 and the complete rescue clause.,high
rccluster-527a7ebdeaf8ecfc6949,onetimesecret/onetimesecret,1538,unused-then-with-diff-results,2,1,"[""rb/useless-assignment-to-local""]","[""spec/unit/onetime/refinements/then_with_diff_spec.rb""]",redundant_or_locally_inconsistent_construction,duplicate_or_redundant_operation,,new_code_addition,definition_use,Two new then_with_diff examples assign the method's return to result but assert only against the separately recorded history.,"spec/unit/onetime/refinements/then_with_diff_spec.rb:93,492 and the following history assertions.",high
rccluster-532804fe0f18c6d63c77,onetimesecret/onetimesecret,1577,obscure-email-unused-split,1,1,"[""rb/useless-assignment-to-local""]","[""apps/api/v1/utils.rb""]",redundant_or_locally_inconsistent_construction,duplicate_or_redundant_operation,,new_code_addition,definition_use,The new obscure_email helper splits the address into el but performs the transformation directly with regex capture groups and never reads the split result.,apps/api/v1/utils.rb:73 and the following gsub expression.,high
rccluster-6016d8b59fe95a741e7a,onlook-dev/onlook,1305,ide-type-import-residue,1,1,"[""js/unused-local-variable""]","[""apps/studio/electron/main/code/index.ts""]",incomplete_change_coordination,incomplete_cleanup_after_modification,,deletion_with_residue,definition_use,The code launcher replaced IdeType.VS_CODE with DEFAULT_IDE but retained the IdeType import.,apps/studio/electron/main/code/index.ts:3 and the changed default-IDE expression.,high
rccluster-6b2ba04a3914dec2dc9a,onlook-dev/onlook,1386,editor-tab-unbound-navigation-helpers,2,1,"[""js/unused-local-variable""]","[""apps/studio/src/routes/editor/TopBar/ProjectSelect/SettingsModal/EditorTab.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new editor settings tab defines openExternalLink and handleBackButtonClick but binds neither helper to its rendered controls.,"EditorTab.tsx:53,57 and the complete new component JSX.",high
rccluster-43b08ad79066349e9691,onlook-dev/onlook,1386,project-tab-unconnected-open-state,2,1,"[""js/unused-local-variable""]","[""apps/studio/src/routes/editor/TopBar/ProjectSelect/SettingsModal/ProjectTab.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new project settings tab creates command-dialog state and computes a controlled-or-uncontrolled isOpen value without connecting either state path to rendering or handlers.,"ProjectTab.tsx:33,36 and the complete new component.",high
rccluster-903280c778469f2fe5c6,onlook-dev/onlook,1411,measurement-overlay-unused-attributes,1,1,"[""js/unused-local-variable""]","[""apps/studio/src/routes/editor/Canvas/Overlay/MeasurementOverlay.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new measurement overlay imported EditorAttributes but implemented its drawing logic without consulting that constant.,MeasurementOverlay.tsx:2 and the complete new component.,high
rccluster-d8c61bbc84845d19f448,onlook-dev/onlook,2088,layout-panel-unconnected-gap-state,2,1,"[""js/unused-local-variable""]","[""apps/web/client/src/app/project/[id]/_components/editor-bar/panels/layout-position.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new layout-position panel creates gap state and its setter but does not connect either to the gap input or layout output.,layout-position.tsx:30 and the complete new panel JSX.,high
rccluster-405b90bf7d928b38532c,onlook-dev/onlook,2088,typography-panel-unconnected-control-state,7,1,"[""js/unused-local-variable""]","[""apps/web/client/src/app/project/[id]/_components/editor-bar/panels/typography.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,"The new typography panel creates font, opacity, spacing-open, and decoration-open state values/setters without binding them to the displayed controls or collapsible sections.","typography.tsx:29,32,36-37 and the complete new panel JSX.",high
rccluster-945052fd4813f06c1fdd,onlook-dev/onlook,2093,commented-version-history-import-residue,1,1,"[""js/unused-local-variable""]","[""apps/web/client/src/app/project/[id]/_components/top-bar/index.tsx""]",incomplete_change_coordination,incomplete_cleanup_after_modification,,modification_or_replacement,definition_use,The top bar imported transKeys although its only reference remained inside commented-out version-history tooltip JSX.,top-bar/index.tsx:6 and the commented tooltip block.,high
rccluster-b063871680ebd68aef14,onlook-dev/onlook,2169,commented-payment-method-handler,1,1,"[""js/unused-local-variable""]","[""apps/web/client/src/app/api/stripe/route.ts""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,"The new Stripe webhook extracts paymentMethod from the event while the only intended handling call remains commented out, leaving the binding disconnected from executable behavior.",apps/web/client/src/app/api/stripe/route.ts:32 and the adjacent commented handler.,high
rccluster-5dadc583cef1f7ca0b2a,openai/openai-agents-python,729,trace-provider-reverse-import-cycle,7,2,"[""py/cyclic-import"", ""py/unsafe-cyclic-import""]","[""src/agents/tracing/setup.py"", ""src/agents/tracing/spans.py"", ""src/agents/tracing/traces.py"", ""src/agents/tracing/util.py""]",dependency_error_or_resource_mismanagement,dependency_cycle_or_duplicate_path,,dependency_or_api_migration,module_dependency,"The tracing refactor made util import GLOBAL_TRACE_PROVIDER from setup while setup, traces, and spans already import util or each other, closing one cycle that exposes the provider and Trace/Span definitions before initialization completes.","src/agents/tracing/util.py:1, setup.py:10,13-14, traces.py:8, and spans.py:10 with the seven CodeQL cycle/initialization reports.",high
rccluster-7353d584e92240e17b42,openai/openai-agents-python,886,runner-class-redundant-pass,1,1,"[""py/unnecessary-pass""]","[""src/agents/run.py""]",redundant_or_locally_inconsistent_construction,duplicate_or_redundant_operation,,modification_or_replacement,local_syntax_or_style_convention,"The Runner class body adds pass immediately before existing class methods, so the placeholder statement has no structural or behavioral role.",src/agents/run.py:161 and the method declarations that already make the class body non-empty.,high
rccluster-f504dbcb0461eb638a80,oraios/serena,286,runtime-dependency-migration-residue,12,2,"[""py/unused-import"", ""py/unused-local-variable""]","[""src/solidlsp/language_servers/clangd_language_server.py"", ""src/solidlsp/language_servers/clojure_lsp.py"", ""src/solidlsp/language_servers/dart_language_server.py"", ""src/solidlsp/language_servers/intelephense.py"", ""src/solidlsp/language_servers/rust_analyzer.py"", ""src/solidlsp/language_servers/terraform_ls.py"", ""src/solidlsp/language_servers/typescript_language_server.py""]",incomplete_change_coordination,incomplete_cleanup_after_modification,,cross_file_propagation,definition_use,"The cross-language-server migration to RuntimeDependencyCollection replaced direct FileUtils, PlatformUtils, subprocess, pwd, and platform-selection setup but left those imports and intermediate platform_id/dependency bindings across the migrated implementations.","Dart, Clojure, TypeScript, Terraform, Intelephense, Clangd, and Rust language-server files; all 12 reported bindings correspond to code paths replaced by the same runtime-dependency refactor.",high
rccluster-f1e7d6862a094a041bce,patched-codes/patchwork,1192,removed-modified-files-type-residue,1,1,"[""py/unused-import""]","[""patchwork/steps/FixIssue/typed.py""]",incomplete_change_coordination,incomplete_cleanup_after_modification,,deletion_with_residue,definition_use,The typed FixIssue model removed its List[Dict] modified_files annotation but retained Dict in the typing_extensions import.,patchwork/steps/FixIssue/typed.py:1 and the deleted modified_files annotation.,high
rccluster-29785c65ab76c6dd715b,patched-codes/patchwork,1192,unintegrated-difflib-import,1,1,"[""py/unused-import""]","[""patchwork/steps/FixIssue/FixIssue.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,modification_or_replacement,definition_use,The FixIssue step added difflib without implementing a diff operation.,patchwork/steps/FixIssue/FixIssue.py:1 and the head step implementation.,high
rccluster-21e5a191b7593cc63fe6,pdfme/pdfme,1059,discarded-stream-length-adjustments,2,1,"[""js/useless-assignment-to-local""]","[""packages/pdf-lib/src/core/streams/Ascii85Stream.ts"", ""packages/pdf-lib/src/core/streams/AsciiHexStream.ts""]",control_state_or_dataflow_miscomposition,state_initialization_or_liveness_gap,,new_code_addition,state_initialization_or_liveness,"The new Ascii85 and AsciiHex stream constructors adjusted maybeLength only after passing its original value to super, and neither adjusted value was read afterward.",Ascii85Stream.ts:28 and AsciiHexStream.ts:26 with their preceding super calls.,high
rccluster-11c82171a693b6530e46,pdfme/pdfme,1059,ellipse-rotation-expression-parenthesization,3,1,"[""js/redundant-operation""]","[""packages/pdf-lib/src/utils/elements/Ellipse.ts""]",control_state_or_dataflow_miscomposition,invalid_expression_or_value_composition,,new_code_addition,state_initialization_or_liveness,"The new ellipse comparison parenthesized Math.PI modulo Math.PI, producing a constant zero where the rotation-plus-PI expression needed normalization.","Ellipse.ts:79-80,91; the same Math.PI % Math.PI expression is repeated across the rotation comparisons.",high
rccluster-21e83f471fc50e560947,pdfme/pdfme,1059,pdf-lib-missing-semicolons,3,1,"[""js/automatic-semicolon-insertion""]","[""packages/pdf-lib/src/api/form/PDFForm.ts"", ""packages/pdf-lib/src/api/svg.ts""]",redundant_or_locally_inconsistent_construction,local_syntax_style_or_annotation_inconsistency,,new_code_addition,local_syntax_or_style_convention,The newly added PDF form and SVG code omitted explicit terminators on three statements despite the enclosing functions' consistent semicolon convention.,"PDFForm.ts:567,599 and svg.ts:898 with 92-94% explicit-semicolon surrounding functions.",high
rccluster-d125b087b52863875386,pdfme/pdfme,1059,post-guard-viewbox-fallback,1,1,"[""js/trivial-conditional""]","[""packages/pdf-lib/src/api/svg.ts""]",control_state_or_dataflow_miscomposition,invalid_or_trivial_control_path,,new_code_addition,control_flow,"The SVG parser applied a viewBox fallback after an earlier return had already excluded every falsy viewBox, making the fallback branch unreachable.",packages/pdf-lib/src/api/svg.ts:823 and the preceding if (!viewBox) return guard.,high
rccluster-bf17614d08e1a2476e2d,pdfme/pdfme,1059,svg-font-size-self-assignment,1,1,"[""js/redundant-assignment""]","[""packages/pdf-lib/src/api/svg.ts""]",redundant_or_locally_inconsistent_construction,duplicate_or_redundant_operation,,new_code_addition,state_initialization_or_liveness,The new SVG inheritance branch assigned newInherited.fontSize to itself instead of applying the available fontSizeRaw value.,packages/pdf-lib/src/api/svg.ts:542 and the surrounding fontSizeRaw branch.,high
rccluster-17ef02abdfd899568fe6,pdfme/pdfme,761,svg-test-unused-icon-node-import,1,1,"[""js/unused-local-variable""]","[""packages/schemas/__tests__/utils.test.ts""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The schema utility test imported IconNode but its createSvgStr cases pass the SquareCheck icon directly and never use the type.,packages/schemas/__tests__/utils.test.ts:3 and the modified tests.,high
rccluster-70e07a2887d066741d6c,pdfme/pdfme,764,svg-test-unused-icon-node-import,1,1,"[""js/unused-local-variable""]","[""packages/schemas/__tests__/utils.test.ts""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The schema utility test added IconNode to its Lucide import but continued to exercise createSvgStr with SquareCheck only.,packages/schemas/__tests__/utils.test.ts:3 and the modified tests.,high
rccluster-d495572fbade8e168636,pdfme/pdfme,765,svg-test-unused-icon-node-import,1,1,"[""js/unused-local-variable""]","[""packages/schemas/__tests__/utils.test.ts""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The schema utility test added IconNode to its Lucide import but continued to use SquareCheck only.,packages/schemas/__tests__/utils.test.ts:3 and the modified tests.,high
rccluster-6ff64f46468e214facde,pdfme/pdfme,766,svg-test-unused-icon-node-import,1,1,"[""js/unused-local-variable""]","[""packages/schemas/__tests__/utils.test.ts""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The schema utility test added IconNode to its Lucide import but continued to exercise createSvgStr with SquareCheck only.,packages/schemas/__tests__/utils.test.ts:3 and the modified tests.,high
rccluster-b66b750d29091ae875aa,pdfme/pdfme,802,duplicate-pdf-document-import,1,1,"[""js/unused-local-variable""]","[""packages/generator/src/generate.ts""]",redundant_or_locally_inconsistent_construction,duplicate_or_redundant_operation,,new_code_addition,module_dependency,The generator already imports the PDF library as pdfLib and adds a separate PDFDocument import from the same package without using the direct binding.,packages/generator/src/generate.ts:19 and the existing pdfLib namespace import/usages.,high
rccluster-8aaa6973fdbc52ec1876,pdfme/pdfme,810,designer-unused-rotate-end-type,1,1,"[""js/unused-local-variable""]","[""packages/ui/src/components/Designer/Canvas/index.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,modification_or_replacement,definition_use,The Designer canvas imported OnRotateEnd while the modified moveable integration used other drag and rotation types only.,packages/ui/src/components/Designer/Canvas/index.tsx:13 and the head component.,high
rccluster-00b864e2449f3549de5e,prebid/Prebid.js,13160,redundant-array-fallbacks-after-guards,3,1,"[""js/trivial-conditional""]","[""modules/jwplayerRtdProvider.js"", ""modules/reconciliationRtdProvider.js""]",control_state_or_dataflow_miscomposition,invalid_or_trivial_control_path,,modification_or_replacement,control_flow,"The RTD provider changes add array fallbacks inside paths already guarded by truthy providers or nonempty slots, making the fallback operands unreachable in all three expressions.","reconciliationRtdProvider.js:156,175 and jwplayerRtdProvider.js:57 with their preceding guards/short-circuit operands.",high
rccluster-1fa44ce1f60290f596ba,prebid/Prebid.js,13167,analytics-adapter-missing-semicolon,1,1,"[""js/automatic-semicolon-insertion""]","[""modules/intentIqAnalyticsAdapter.js""]",redundant_or_locally_inconsistent_construction,local_syntax_style_or_annotation_inconsistency,,modification_or_replacement,local_syntax_or_style_convention,The analytics adapter added a statement without an explicit semicolon in a function whose surrounding statements consistently used terminators.,modules/intentIqAnalyticsAdapter.js:163 and the enclosing function's 90% explicit-semicolon convention.,high
rccluster-c5135556daa74b1478fa,prebid/Prebid.js,13243,afp-test-unused-includes-import,1,1,"[""js/unused-local-variable""]","[""test/spec/modules/afpBidAdapter_spec.js""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The AFP adapter test added the includes polyfill import but made no corresponding change that invokes includes.,test/spec/modules/afpBidAdapter_spec.js:1 and the modified test module.,high
rccluster-5e27f4f80ab918639bc9,prebid/Prebid.js,13320,adapter-statements-missing-semicolons,2,1,"[""js/automatic-semicolon-insertion""]","[""modules/rtbhouseBidAdapter.js""]",redundant_or_locally_inconsistent_construction,local_syntax_style_or_annotation_inconsistency,,modification_or_replacement,local_syntax_or_style_convention,Two statements added to the RTB House adapter omit explicit semicolons despite the enclosing functions' consistent explicit-semicolon convention.,"modules/rtbhouseBidAdapter.js:202,244 and the surrounding functions, where 90% or more of statements end explicitly.",high
rccluster-0af77366dc502d20a4e4,prebid/Prebid.js,13322,adapter-statements-missing-semicolons,2,1,"[""js/automatic-semicolon-insertion""]","[""modules/rtbhouseBidAdapter.js""]",redundant_or_locally_inconsistent_construction,local_syntax_style_or_annotation_inconsistency,,modification_or_replacement,local_syntax_or_style_convention,Two statements added to the RTB House adapter omit explicit semicolons despite the enclosing functions' consistent explicit-semicolon convention.,"modules/rtbhouseBidAdapter.js:202,244 and the surrounding functions, where 90% or more of statements end explicitly.",high
rccluster-095f908cfb4741154a2d,promptfoo/promptfoo,2709,overwritten-empty-tool-output,1,1,"[""js/useless-assignment-to-local""]","[""src/providers/openai.ts""]",control_state_or_dataflow_miscomposition,state_initialization_or_liveness_gap,,modification_or_replacement,state_initialization_or_liveness,The empty-tool-calls branch assigns message.content to output and then overwrites output with message before any read of the content value.,src/providers/openai.ts:645 and the immediately following output assignment.,high
rccluster-58d79fda769fc9c49d38,reflex-dev/reflex,5555,silent-server-kill-os-errors,1,1,"[""py/empty-except""]","[""reflex/testing.py""]",dependency_error_or_resource_mismanagement,missing_or_overbroad_failure_handling,,modification_or_replacement,exception_or_resource_lifecycle,"The test harness added an empty handler that silently absorbs ProcessLookupError together with broad OSError during server termination, without preserving, narrowing, or explaining the failure path.",reflex/testing.py:472 and the complete except clause.,high
rccluster-965c54910bc615bd0237,robinkarlberg/transfer.zip-web,35,transfer-list-unused-email-api,1,1,"[""js/unused-local-variable""]","[""next/src/components/dashboard/TransferList.js""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The transfer list added sendTransferByEmail to its API imports but did not connect the operation to any component handler.,next/src/components/dashboard/TransferList.js:8 and the component implementation.,high
rccluster-006ef37f856c6a467e36,robinkarlberg/transfer.zip-web,36,zip-tool-missing-semicolon,1,1,"[""js/automatic-semicolon-insertion""]","[""next/src/components/tools/ZipFilesTool.js""]",redundant_or_locally_inconsistent_construction,local_syntax_style_or_annotation_inconsistency,,new_code_addition,local_syntax_or_style_convention,The new zip-file helper omits an explicit semicolon on one statement despite the enclosing function's prevailing explicit-semicolon convention.,next/src/components/tools/ZipFilesTool.js:37 and the surrounding doZip function.,high
rccluster-9738151c959887835c34,robinkarlberg/transfer.zip-web,39,brand-editor-navigation-refactor-residue,3,1,"[""js/unused-local-variable""]","[""next/src/app/(app)/app/(index)/branding/BrandProfileEditor.js""]",incomplete_change_coordination,incomplete_cleanup_after_modification,,modification_or_replacement,definition_use,"The brand editor switched its save completion to window.location.replace and removed the delay, but retained router, sleep, and an unused brandProfile destructure from the previous flow.","BrandProfileEditor.js:11,22,39 and the replacement of router/delay-based navigation.",high
rccluster-778e45b31d2d6eec0447,robinkarlberg/transfer.zip-web,39,unneeded-brand-profile-route-imports,3,1,"[""js/unused-local-variable""]","[""next/src/app/api/download/[secretCode]/downloaded/route.js"", ""next/src/app/api/transfer/[transferId]/sendbyemail/route.js"", ""next/src/app/api/upload/[secretCode]/complete/route.js""]",incomplete_change_coordination,inconsistent_propagation_across_dependent_sites,,cross_file_propagation,definition_use,Three related API routes added BrandProfile imports even though their population logic referred to the model only through the string field name and never consumed the binding.,"The BrandProfile imports at lines 3-4 of the complete, downloaded, and sendbyemail routes and their populate('brandProfile') calls.",high
rccluster-5c3335fca4a7aaf31ec6,rsyslog/rsyslog,5665,missing-free-declaration-header,4,1,"[""cpp/implicit-function-declaration""]","[""plugins/fmpcre/fmpcre.c""]",interface_or_contract_mismatch,api_lifecycle_or_declaration_mismatch,,new_code_addition,caller_callee_contract,"The new PCRE module called free on four paths without including stdlib.h, leaving the C compiler without the required function declaration.","plugins/fmpcre/fmpcre.c:52,79,86,97 and the file's include block.",high
rccluster-019002e87e122109fb97,rsyslog/rsyslog,5754,missing-fclose-declaration-header,1,1,"[""cpp/implicit-function-declaration""]","[""plugins/mmaitag/mmaitag.c""]",interface_or_contract_mismatch,api_lifecycle_or_declaration_mismatch,,new_code_addition,caller_callee_contract,"The new mmaitag plugin called fclose without including stdio.h, so no function declaration was visible at the call site.",plugins/mmaitag/mmaitag.c:223 and the new file's include block.,high
rccluster-2acc3bcae48d15d3acf1,rsyslog/rsyslog,5754,missing-logerror-declaration-header,1,1,"[""cpp/implicit-function-declaration""]","[""plugins/mmaitag/ai_provider_gemini.c""]",interface_or_contract_mismatch,api_lifecycle_or_declaration_mismatch,,new_code_addition,caller_callee_contract,The new Gemini provider called LogError without including the rsyslog header that declares that logging API.,plugins/mmaitag/ai_provider_gemini.c:257 and the new file's include block.,high
rccluster-4b224d821017ce974aa9,ruvnet/claude-flow,519,agent-type-api-wiring-mismatch,2,2,"[""js/call-to-non-callable"", ""js/unused-local-variable""]","[""src/mcp/claude-flow-tools.ts""]",interface_or_contract_mismatch,api_lifecycle_or_declaration_mismatch,,dependency_or_api_migration,caller_callee_contract,"The dynamic-schema change imports two utilities from agent-types, calls getAvailableAgentTypes even though its resolved export is non-callable, and leaves the alternative getAgentTypeSchema binding unused.","src/mcp/claude-flow-tools.ts:7,18 and the declarations resolved by CodeQL in constants/agent-types.",high
rccluster-db09b0d21ddcc80632e4,ruvnet/claude-flow,519,github-helper-unused-exec-result,1,1,"[""js/unused-local-variable""]","[""src/cli/simple-commands/init/templates/github-safe.js""]",redundant_or_locally_inconsistent_construction,duplicate_or_redundant_operation,,new_code_addition,definition_use,The new GitHub helper assigns execSync's return to result even though stdio is inherited and the function never reads the returned value.,src/cli/simple-commands/init/templates/github-safe.js:83 and the remainder of the try block.,high
rccluster-faa74acf34f8be6123d6,ryokun6/ryos,131,empty-changed-rooms-loop-residue,2,2,"[""js/unused-local-variable"", ""js/unused-loop-variable""]","[""api/chat-rooms.js""]",incomplete_change_coordination,incomplete_cleanup_after_modification,,deletion_with_residue,control_flow,The chat-room change removed the Pusher user-count operations from a changedRooms loop but retained the now-empty loop and its unused room iterator.,api/chat-rooms.js:1680 and the empty loop body after event-removal changes.,high
rccluster-df7d370cf132e3979a90,ryokun6/ryos,195,chat-url-array-not-connected,1,1,"[""js/unused-local-variable""]","[""api/chat-rooms.js""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,"The chat-room change creates an empty urls array but populates and consumes urlMatches instead, leaving urls without any write or read.",api/chat-rooms.js:117 and the reviewed method context using urlMatches.,medium
rccluster-ce60046af478a081dc45,ryokun6/ryos,66,terminal-local-ai-handler-cleanup-residue,4,1,"[""js/unused-local-variable""]","[""src/apps/terminal/components/TerminalAppComponent.tsx""]",incomplete_change_coordination,incomplete_cleanup_after_modification,,deletion_with_residue,definition_use,"The terminal refactor replaced its local useChat tool-call implementation with useAiChat but retained AppId, generateJSON, markdownToHtml, and debouncedInsertTextUpdate elements whose consumers existed only in the removed local handler.","TerminalAppComponent.tsx:20,31,42,3328 and the diff deleting the launch/text-edit tool-call cases.",high
rccluster-a0a66d838906c627a519,ryokun6/ryos,95,chat-unused-tool-instructions-import,1,1,"[""js/unused-local-variable""]","[""api/chat.ts""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The chat API imported TOOL_USAGE_INSTRUCTIONS but did not append or otherwise use those instructions in its prompt construction.,api/chat.ts:8 and the modified chat implementation.,high
rccluster-7f28a94a10a89085f6cb,sam-goodwin/alchemy,251,product-feature-empty-expression,1,1,"[""js/useless-expression""]","[""alchemy/test/stripe/product-feature.test.ts""]",redundant_or_locally_inconsistent_construction,duplicate_or_redundant_operation,,new_code_addition,local_syntax_or_style_convention,The new product-feature test suite contains a standalone empty-string expression that produces no value or side effect.,alchemy/test/stripe/product-feature.test.ts:29 and its surrounding describe block.,high
