alert_id,group,repo_name,pr_number,rule_id,file_path,start_line,issue_domain,source_set,source_reviewer_role,source_disposition,independent_rereview_disposition,consensus_disposition,status,disposition,human_condition_present,human_introduced_by_pr,human_valid_issue,resolution_basis,notes
qalert-c4ec244c1345fc0e283188d8,human,gridaco/grida,241,js/unreachable-statement,apps/forms/grida-react-canvas/reducers/surface.reducer.ts,153,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,同一 reducer 的 surface/brush 同样 return produce 后残留 break。
qalert-c4f045cd6fbbae5f5f265ee7,ai,Azure/azure-sdk-for-js,34878,js/indirect-command-line-injection,sdk/identity/identity/src/credentials/azureDeveloperCliCredential.ts,73,security,model_excluded,reviewer_b_excluded_census,condition_absent,not_in_positive_rereview_frame,,completed,condition_absent,no,not_assessed,not_assessed,source_census_negative,重新跟踪 SARIF 的六条路径，来源均是 AZURE_TENANT_ID 进入 tenantId；在构造器和多租户解析后，代码都会调用 checkTenantId，正则 ^[0-9a-zA-Z-.]+$ 排除了空格、引号、分号、$() 等 shell 元字符。PR 虽把 execFile 改成 exec，但本告警所示环境变量无法形成命令注入。
qalert-c4f24f4bbefe7b2e6f8df04b,ai,calcom/cal.com,22034,js/unused-local-variable,apps/api/v2/src/modules/billing/controllers/billing.controller.ts,11,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,billing.controller.ts 本 PR 新增 BadRequestException 导入，webhook 改写中未 throw 该异常。
qalert-c4fb0d1428bff19b621db167,ai,dagster-io/dagster,30864,py/import-and-import-from,examples/docs_snippets/docs_snippets/concepts/resources/pythonic_resources.py,656,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,另一段 start_new_resource_testing_with_state_ops 里的 import dagster as dg。片段自包含导入。
qalert-c503f6f470290fd6059ef34b,human,AgentOps-AI/agentops,818,py/modification-of-default-value,agentops/sdk/decorators/utility.py,167,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,utility.py:167 attributes.update(...) 在 before 已存在。相关默认值 attributes={} 在 commands.start_span，本 PR 只改了 version 形参逗号，变异默认参数不是本 PR 引入。
qalert-c504a8230b0331f6e230bc84,human,microsoft/ApplicationInsights-JS,2493,js/use-of-returnless-function,AISKU/Tests/Manual/ai2.test.js,3286,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,AISKU/Tests/Manual/ai2.test.js:3286 的 _super.call(this) 是 Application Insights 2.8.14 编译后的类继承。手册测试里的官方 SDK 打包产物，returnless-function 是 TS 降级噪声。
qalert-c50b792c40f71b0d66aed0eb,human,crewAIInc/crewAI,2027,py/unused-import,src/crewai/traces/context.py,3,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,新文件 traces/context.py 导入 typing.Generator，set_current 无注解也未引用。
qalert-c510bcc80d16c1ddeb81433d,ai,opencv/opencv,27441,cpp/short-global-name,modules/flann/include/opencv2/flann/index_testing.h,112,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,同文件 112 行短名 t。diff 为空且 head 与 before 相同。
qalert-c516ba172e003e9d64a3b86f,ai,rsyslog/rsyslog,5655,cpp/implicit-function-declaration,runtime/tcpsrv.c,1198,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,"tcpsrv.c wrkr 线程在 before 已有 snprintf(shortThrdName/thrdName, ...)。本 PR 只改格式串为 tcpsrv/w%d 并合并缓冲区。snprintf 的隐式声明（若 CodeQL 看不到 stdio.h）是基线已有。"
qalert-c5181de2d8ebf484217019f4,human,OneKeyHQ/app-monorepo,7347,js/trivial-conditional,packages/kit/src/views/Market/MarketDetailV2/components/SwapPanel/hooks/useSpeedSwapActions.tsx,130,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,useSpeedSwapActions 中 transferInfo 只声明为 undefined，else 分支再赋 undefined，ternary 恒为假。
qalert-c5186164e84159052d0a1707,human,rsyslog/rsyslog,5654,cpp/implicit-function-declaration,runtime/statsobj.c,573,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,撤回隐式声明判断：runtime/statsobj.c 第26行已包含 <stdio.h>，snprintf 有标准声明；同文件第496、501行的既有 snprintf 调用也依赖同一声明。该告警是构建/提取环境未解析头文件造成。
qalert-c523e3ff90281e6d7fd1bcf7,ai,getsentry/sentry,95658,py/unsafe-cyclic-import,src/sentry/grouping/api.py,21,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,grouping/api.py:21 从 strategies.base 导入 DEFAULT_GROUPING_ENHANCEMENTS_BASE。before 已导入同位置的 DEFAULT_ENHANCEMENTS_BASE；本 PR 只是常量改名，对 base 的循环导入结构未变。
qalert-c529efc1a00b1a8d45aaa840,ai,remotion-dev/remotion,5392,js/reflected-xss,packages/template-recorder/scripts/server/upload-video.ts,95,security,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,packages/template-recorder/scripts/server/upload-video.ts 第 95 行把含请求参数的异常消息 JSON.stringify 后直接 res.end，未设置 application/json；JSON 序列化不转义 HTML 的 <，反射型响应注入条件成立。
qalert-c52e674bbdf3a3d5eb76f765,human,microsoft/react-native-windows,14648,cpp/local-variable-hides-global-variable,vnext/ReactCommon/TEMP_UntilReactCommonUpdate/jserrorhandler/JsErrorHandler.cpp,200,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,200行 ostream 调试输出里的局部 extraData 字符串，TEMP ReactCommon 副本中的命名遮蔽，无运行时影响。
qalert-c53c98caf836d6e22fc373f7,human,mlflow/mlflow,15219,py/cyclic-import,mlflow/models/display_utils.py,6,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,display_utils.py 导入 mlflow.types.schema。空 diff，head 与 before 相同。
qalert-c53dc749879788f5562c8cba,human,rsyslog/rsyslog,5686,cpp/mistyped-function-arguments,plugins/omkafka/omkafka.c,2221,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,omkafka.c 调用 tplAddLine 时 ourConf 被报 rsconf_s* 与 rsconf_t* 不兼容。二者是 rsyslog 同一配置类型的 typedef。diff_empty。
qalert-c53f5ff8e9fa404f7c4fde9e,ai,prebid/Prebid.js,13601,js/automatic-semicolon-insertion,test/spec/modules/pubmaticRtdProvider_spec.js,1418,quality,model_retained,reviewer_a_retained_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,二次复核：Before 与 Head 在同一数组闭合处都为 ] 且没有分号；本 PR 仅改变缩进，自动分号插入条件已在基线存在。
qalert-c544286c78571cea3199cdca,human,Azure/azure-sdk-for-js,32578,js/unused-local-variable,sdk/domainservices/arm-domainservices/test/sampleTest.ts,9,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,arm-domainservices sampleTest 未使用的 env 导入。diff 为空且 head 与 before 相同。
qalert-c551ec7e9ae3c64a3b720507,human,sakaiproject/sakai,13683,java/missing-override-annotation,sitestats/sitestats-impl/src/java/org/sakaiproject/sitestats/impl/StatsUpdateManagerImpl.java,101,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,同一 Lombok @Setter 生成的 setCollectEventsForSiteWithToolOnly。字段基线已在，本 PR 未新引入该覆盖方法。
qalert-c569f223270205abaf2f08bd,human,Kanaries/graphic-walker,437,js/remote-property-injection,packages/graphic-walker/src/lib/op/dateTimeDrill.ts,91,security,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,dateTimeDrill.ts:91 同样用 [resKey] 写回计算结果。before 已有该计算列写法，本 PR 未新开远程属性写入面。
qalert-c56f4e6dff6924b460d70017,ai,microsoft/GSL,1208,cpp/local-variable-hides-global-variable,tests/strict_notnull_tests.cpp,57,quality,model_excluded,reviewer_b_excluded_census,condition_absent,not_in_positive_rereview_frame,,completed,condition_absent,no,not_assessed,not_assessed,source_census_negative,strict_helper 的参数 p 同样被指隐藏第115行变量。该 p 只是 TEST 函数体内局部量，不是全局。规则描述的 hiding global 不成立。本测试文件未被本 PR 修改。
qalert-c570167cd334831c217475b7,human,onlook-dev/onlook,1902,js/useless-assignment-to-local,apps/web/preload/dist/index.js,36803,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,同 preload dist 对 _node$typeAnnotation 的无用赋值，转译残留。
qalert-c579ed5975956cc773a1bc6c,ai,openai/openai-agents-python,737,py/unsafe-cyclic-import,src/agents/models/openai_responses.py,26,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,已检查 openai_responses 对 ComputerTool 的引用和 diff：该符号在 Before/Head 都从 agents.tool 顶层导入，PR 未新增此依赖。
qalert-c5845ca2a9622f427e4a08fa,ai,dotCMS/core,32609,java/missing-override-annotation,dotCMS/src/main/java/com/liferay/portlet/PortletPreferencesImpl.java,69,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,已核对 PortletPreferencesImpl.getMap 对接口方法的实现：Before/Head 完全相同且无PR差异。
qalert-c588f2e2c63c1ed081e02a5c,ai,Shelf-nu/shelf.nu,1905,js/trivial-conditional,app/atoms/qr-scanner.ts,91,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,PR 新增的分支位于前置 !item 守卫之后，因此条件中的 item 必然为真，告警成立且由本 PR 引入。
qalert-c5911bcd41c5677882b788a6,human,onlook-dev/onlook,1957,js/unused-local-variable,apps/web/client/src/app/_components/hero/create.tsx,30,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,同一 useState 的 showBlurredCard 也未被读取。
qalert-c59633f70fd8acd04fcfe4fb,human,getsentry/sentry,89622,py/cyclic-import,src/sentry/integrations/notifications.py,15,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,from sentry.types.actor import Actor 为未改 import；diff 只删了 User 导入并把 recipients 注解收窄为 Iterable[Actor]，循环进口径基线已有。
qalert-c599bee3845ef240f01d68de,human,microsoft/ApplicationInsights-JS,2493,js/trivial-conditional,AISKU/Tests/Manual/aisku-example-index.gbl.js,502,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,aisku-example-index.gbl.js:502 的 thisArg || iter 被报 thisArg 恒假。这是 AISKU 3.0.2 示例打包文件里的迭代辅助，不是手写恒假条件。
qalert-c59a20e4c06b77a67dee22e0,ai,dotCMS/core,32609,java/deprecated-call,dotCMS/src/main/java/com/dotmarketing/factories/EmailFactory.java,467,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,已核对 EmailFactory 异常日志中的 Config.getStringProperty 调用：Before/Head 完全相同且PR diff为空。
qalert-c5a0c8b2a038cb9311378a76,human,OneKeyHQ/app-monorepo,6480,js/use-before-declaration,packages/shared/src/modules3rdParty/stripe-v3/index.js,1,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,stripe-v3/index.js 第1行 webpack 引导里 function e(t){var n=o[t]...} 在源码顺序上早于模块表变量声明。o 是打包器模块缓存，var 会提升；第三方压缩 SDK，不是要改的业务声明顺序。
qalert-c5a5856a568605f7b0228764,human,microsoft/ApplicationInsights-JS,2493,js/useless-assignment-to-local,docs/webSdk/applicationinsights-debugplugin-js/assets/main.js,5,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,已检查 debugplugin 文档的生成压缩 main.js：告警落在同一 TypeDoc/Lunr 打包产物内，不是手写源码缺陷。
qalert-c5b049571af0e4e5f8c36c6d,ai,mendableai/firecrawl,1851,js/useless-assignment-to-local,apps/api/src/controllers/v2/batch-scrape.ts,60,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,batch-scrape.ts 第 60 行 unnormalizedURLs = preNormalizedBody.urls。ignoreInvalidURLs 分支立刻改成 []，else 分支后面也不读该初值。
qalert-c5b935283dacc893cdc2be2c,human,featureform/enrichmcp,47,py/unused-local-variable,tests/test_sqlalchemy_integration.py,262,quality,model_retained,reviewer_a_retained_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,"二次复核：User 类会注册到当前 SQLAlchemy Base，Order.user 使用字符串前向引用 ""User""，后续生成 Order 模型时依赖该 ORM 注册；未直接读取类名不代表定义无用。"
qalert-c5c4f62b6ee293f0bb2df555,human,microsoft/ApplicationInsights-JS,2493,js/unused-local-variable,shared/AppInsightsCommon/Tests/Unit/src/Exception.tests.ts,430,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,"Exception.tests builds let errDetail = {src, obj} and never reads it."
qalert-c5c51b137bb437e967eeaab2,ai,openai/openai-agents-python,729,py/unsafe-cyclic-import,src/agents/tracing/setup.py,13,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,NoOpSpan 定义更靠后，同一不安全循环下先导入 spans 时可能未绑定。
qalert-c5d3c4d7ee0aadffa49fdfdf,human,prebid/Prebid.js,12776,js/unused-local-variable,test/spec/modules/adspiritBidAdapter_spec.js,6,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,本 PR 增加 const { getWinDimensions } = utils，窗口尺寸测试直接改 window.innerWidth，getWinDimensions 从未调用。
qalert-c5dc88d9128e5aa8fc069c10,human,OpenPipe/ART,163,py/ineffectual-statement,src/art/torchtune/service.py,109,quality,model_excluded,reviewer_b_excluded_census,condition_absent,not_in_positive_rereview_frame,,completed,condition_absent,no,not_assessed,not_assessed,source_census_negative,新文件 torchtune/service.py 第109行是 await sleep_task，用于在训练循环后等待 worker 唤醒再 update_worker_weights。await 会挂起并传播取消/异常，并非无效果语句。
qalert-c5e12b02bbb530786d1cb798,ai,dotCMS/core,32609,java/deprecated-call,dotcms-integration/src/test/java/com/dotcms/storage/FileMetadataAPITest.java,113,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,FileMetadataAPITest.java:113 Config.getStringProperty 废弃调用 before/head 相同、diff 为空。
qalert-c5e28173ff79d2648d0bf499,human,OpenHFT/Chronicle-Wire,1092,java/unused-parameter,src/main/java/net/openhft/chronicle/wire/TextWire.java,970,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,同一 read2 的 keyName 未使用。before 已有该参数，不是本 PR 引入。
qalert-c5ea06b001c210fe3976040a,human,stack-auth/stack-auth,658,js/unused-local-variable,apps/backend/src/app/api/latest/integrations/neon/oauth-providers/crud.tsx,81,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,onCreate 同样留下 updated 赋值，实际返回 getTenancy 后的 updatedTenancy。
qalert-c5f2837985b25324ee8a9937,human,OneKeyHQ/app-monorepo,6480,js/useless-expression,packages/shared/src/modules3rdParty/stripe-v3/index.js,1,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,同 Stripe v3 单行 bundle 上又一处 useless-expression。modules3rdParty 下的 vendor 压缩码，表达式无效果是 minify 副作用。
qalert-c6065b3d353086c876ae2c6f,human,elizaOS/eliza,3526,js/unused-local-variable,packages/plugin-telegram/__tests__/messageManager.test.ts,5,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,messageManager.test.ts 本 PR 新增 import { Message } from @telegraf/types，测试未使用。
qalert-c606d2d9d3d763ed66d983f6,human,microsoft/ApplicationInsights-JS,2493,js/http-to-file-access,tools/sizeImageGenerator/size-image-generator.js,26,security,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,size-image-generator.js:26 把 shields.io 拉到的 badge 字节写入 ./AISKU/.cdn/img/ai.${path}.svg。path 来自本地 version（package.json 或 argv），HTTP 内容正是徽章生成器要保存的图片。构建脚本的预期行为，不是未校验的任意路径写入。
qalert-c61a3ebf191658e0b1db96c6,ai,musescore/MuseScore,28729,cpp/unused-static-variable,src/framework/audio/thirdparty/opus/opus-1.5.2/silk/macros.h,113,quality,model_excluded,reviewer_b_excluded_census,condition_absent,not_in_positive_rereview_frame,,completed,condition_absent,no,not_assessed,not_assessed,source_census_negative,macros.h:113 是 static OPUS_INLINE opus_int32 silk_CLZ16(...)，opus_int32 是返回类型，不是未读 static 变量。diff 为空。
qalert-c61ce28456258df514b3ae9a,ai,dust-tt/dust,10572,js/trivial-conditional,front/components/app/blocks/Chat.tsx,275,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,Chat.tsx 本 PR 把 Input 换成 native input，在 {readOnly ? null : (...)} 内 className 再判断 readOnly，恒为 false。
qalert-c62549b3b94b5dc91f2a15bd,human,elizaOS/eliza,3526,js/unsafe-code-construction,packages/plugin-telegram/src/templates.ts,113,security,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,telegram templates.ts 第113行拼接 messageCompletionFooter。Before 已有同样的模板+footer 拼接，本 PR 主要把示例里的 Response 改成 Result，并未新引入这次拼接。
qalert-c633f92c0fb3ca644663530b,ai,onetimesecret/onetimesecret,1538,rb/regex/missing-regexp-anchor,migrate/1512_02_customer_custom_domain_cleanup.rb,90,security,model_retained,reviewer_a_retained_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,二次复核：该正则用于一次性迁移中筛选内部 Redis key，而不是对外部 URL/主机做允许列表校验；告警所述任意主机前后缀绕过场景不适用，因此不构成该类安全问题。
qalert-c670601f74abdfed97276dbc,human,onlook-dev/onlook,2231,js/automatic-semicolon-insertion,apps/web/client/src/components/ui/settings-modal/site/index.tsx,14,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,apps/web/client/src/components/ui/settings-modal/site/index.tsx 第 14 行由本 PR 引入的语句末尾缺少显式分号；该文件其他语句以显式分号为主，属于真实的一致性/可维护性问题。
qalert-c682c89fe4c56986d0161201,human,prebid/Prebid.js,12616,js/automatic-semicolon-insertion,test/spec/modules/mobianRtdProvider_spec.js,46,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,mobianRtdProvider_spec.js 第46行对象字面量 } 后省略分号。测试里下一句是 beforeEach，ASI 会补分号。
qalert-c6882c4c025e9c5ee6809f8f,human,OneKeyHQ/app-monorepo,6480,js/useless-expression,packages/shared/src/modules3rdParty/stripe-v3/index.js,1,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,stripe-v3 第1行继续出现无效果表达式。新增第三方文件，不应当作第一方质量问题去改压缩输出。
qalert-c69c4b840d188efa5ccf2618,human,microsoft/ApplicationInsights-JS,2493,js/redundant-operation,docs/webSdk/applicationinsights-dependencies-js/assets/main.js,3,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,applicationinsights-dependencies-js/assets/main.js:3 报 e==null 与自身相同。TypeDoc/lunr 压缩包里的冗余比较，生成物噪声。
qalert-c69e7db2d4c1f28c562e7fae,human,OneKeyHQ/app-monorepo,7347,js/unused-local-variable,packages/kit/src/views/Market/MarketDetailV2/components/SwapPanel/SwapPanel.tsx,37,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,本 PR 解构 speedSwapBuildTxLoading，ActionButton 等未消费该 loading 状态。
qalert-c6a38a524e8980b78013cca5,ai,wolfSSL/wolfssl,8570,cpp/trivial-switch,wolfcrypt/src/wc_encrypt.c,457,quality,model_retained,reviewer_a_retained_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,二次复核：该 switch 的分支数由编译宏决定：常规 NO_SHA 未定义时同时包含 HMAC_SHA256 case 和 default；仅在特定 NO_SHA 配置下预处理后剩一个 case。保持同一 switch 结构服务多种构建配置是合理的，不应按单一预处理结果判为有效问题。
qalert-c6b59889945f30f671ac5be4,human,microsoft/typespec,7115,java/uncaught-number-format-exception,packages/http-client-java/generator/http-client-generator-core/src/main/java/com/microsoft/typespec/http/client/generator/core/mapper/clientcore/ClientCoreProxyMethodMapper.java,92,quality,model_retained,reviewer_a_retained_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,二次复核：该逻辑只处理 operation.getResponses() 中预期成功响应的状态码；同仓库现有 ProxyMethodMapper 也使用相同的去引号后 Integer.parseInt 流程，说明这里依赖 code model 将该集合约束为数字状态码，非数字/default 响应由异常响应路径处理。因此不需要额外捕获 NumberFormatException。
qalert-c6d4b6c0a418864f5ff2f31d,ai,axinc-ai/ailia-models,1704,py/redundant-assignment,face_recognition/6d_repnet_360/utils_6d_repnet_360/utils.py,66,quality,model_excluded,reviewer_b_excluded_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,utils.py 的 if tdx != None 分支里写 tdx = tdx; tdy = tdy，自赋值无效果。新文件、本 PR 引入。
qalert-c6d9ec93b91b30fb16ef565d,ai,rsyslog/rsyslog,5754,cpp/implicit-function-declaration,plugins/mmaitag/ai_provider_gemini.c,191,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,ai_provider_gemini.c 调用 json_object_new_array，文件已 #include <json.h>（json-c）。分析器缺第三方头才报隐式声明。
qalert-c6dd5647c653effaac7e31d7,human,microsoft/ApplicationInsights-JS,2493,js/automatic-semicolon-insertion,channels/1ds-post-js/test/Unit/src/PostChannelTest.ts,1682,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,channels/1ds-post-js/test/Unit/src/PostChannelTest.ts 第 1682 行由本 PR 引入的语句末尾缺少显式分号；该文件其他语句以显式分号为主，属于真实的一致性/可维护性问题。
qalert-c6e646e380c9227eee86f613,human,crewAIInc/crewAI,1843,py/unused-import,src/crewai/crew.py,40,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,crew.py 本 PR 新增 ChatInputs 导入，crew 类未使用该类型。
qalert-c6f134c71c4e8760c058e88d,human,OneKeyHQ/app-monorepo,6480,js/useless-expression,packages/shared/src/modules3rdParty/stripe-v3/index.js,1,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,同一 minified Stripe 入口行的另一无效果子表达式（逗号表达式/void 一类）。vendor 包。
qalert-c6f5a2d3b6ec33536cd5d934,human,elizaOS/eliza,3526,js/log-injection,packages/plugin-local-ai/src/index.ts,584,security,model_excluded,reviewer_b_excluded_census,condition_absent,not_in_positive_rereview_frame,,completed,condition_absent,no,not_assessed,not_assessed,source_census_negative,完整检查本地 AI 下载调用后，告警参数来自 Node HTTPS/文件系统错误，模型下载地址由受约束的模型配置构造；不存在攻击者直接控制含 CR/LF 错误文本的路径，因此所需日志注入条件缺失。
qalert-c6fa5d130e5fedda8a202136,human,mlflow/mlflow,15481,py/not-named-cls,mlflow/entities/assessment.py,251,quality,model_excluded,reviewer_b_excluded_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,Feedback.from_dictionary 的 @classmethod 第一参数由 cls 改为 self，并改为 return Feedback(...)，属引入的 classmethod 未用 cls 命名。
qalert-c700d8c601d3295718d0ece6,ai,maybe-finance/maybe,2389,rb/useless-assignment-to-local,test/system/settings/api_keys_test.rb,183,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,Expiration test assigns create! to api_key then only asserts copy; unread.
qalert-c705ce0dd0ef938eecb9fa21,human,OneKeyHQ/app-monorepo,6480,js/useless-expression,packages/shared/src/modules3rdParty/stripe-v3/index.js,1,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,stripe-v3/index.js L1 再一处 js/useless-expression。与 webpack 模块工厂相关，生成物。
qalert-c70ed36ab1d0fbf3cb514656,human,OneKeyHQ/app-monorepo,6480,js/useless-expression,packages/shared/src/modules3rdParty/stripe-v3/index.js,1,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,该 Stripe 压缩行上最后一批无效果表达式之一。路径与文件头表明是 3rdParty 模块，本 PR 引入整包但不需要为 CodeQL 美化 minify 结果。
